_unit_id,_created_at,_updated_at,gs,term,values,please_choose_one_of_the_reasons_below_gold,please_choose_one_of_the_reasons_below_gold_reason,which_category_does_this_term_belong_to_gold,which_category_does_this_term_belong_to_gold_reason
1229989262,5/3/2017 13:02:05,5/4/2017 11:29:48, genotype,mecp2 genotype  ,y/-.,,,,
1229989263,5/3/2017 13:02:05,5/4/2017 11:33:05, time,timeunit  ,years,,,,
1229989264,5/3/2017 13:02:05,5/4/2017 11:28:30, treatment,ntg treatment  ,yes,,,,
1229989265,5/3/2017 13:02:05,5/4/2017 11:35:18, treatment,tamoxifen-citrate treatment  ,yes,,,,
1229989266,5/3/2017 13:02:05,5/4/2017 11:34:26, treatment,l-dopa treatment  ,"yes, -, no",,,,
1229989267,5/3/2017 13:02:05,5/4/2017 11:40:38, strain,autoimmune strain  ,"yes, no",,,,
1229989268,5/3/2017 13:02:05,5/4/2017 11:38:46, treatment,bisulfite treatment of rna  ,"yes, no",,,,
1229989269,5/3/2017 13:02:05,5/4/2017 11:37:42, treatment,nrti treatment status  ,"yes, no",,,,
1229989270,5/3/2017 13:02:05,5/4/2017 11:34:24, disease,diseased  ,"yes, no",,,,
1229989271,5/3/2017 13:02:05,5/4/2017 11:39:35, treatment,doxycycline treatment  ,"yes, no, false, true",,,,
1229989272,5/3/2017 13:02:05,5/4/2017 11:39:38, treatment,dox treatment  ,"yes, no, untreated, treated, dox+",,,,
1229989273,5/3/2017 13:02:05,5/4/2017 11:41:30, age,age group ,"young, adult, old, nonagenarian, ped",,,,
1229989274,5/3/2017 13:02:05,5/4/2017 11:29:44, age,age_group ,"young, aged",,,,
1229989275,5/3/2017 13:02:05,5/4/2017 11:48:54, age,sample age group ,"young, middle-age, old",,,,
1229989276,5/3/2017 13:02:05,5/4/2017 11:31:32, strain,fish strain  ,"zebrafish tab strain, ab tubingen, abc",,,,
1229989277,5/3/2017 13:02:05,5/4/2017 11:38:01, time,time (of harvest)  ,zt1,,,,
1229989278,5/3/2017 13:02:05,5/4/2017 11:29:42, time,time of day  ,"zt10, zt6, leaves collected in the hour before lights were turned on (pre-dawn), leaves collected in the hour in the middle of the photoperiod (pm), leaves collected in the hour before lights were turned on (am)",,,,
1229989279,5/3/2017 13:02:05,5/4/2017 11:36:58, time,time of cacrifice  ,zt12 on 3.5 days post copulation,,,,
1229989280,5/3/2017 13:02:05,5/4/2017 11:32:01, time,circadian time  ,"zt14, 4, 8, 16, 20",,,,
1229989281,5/3/2017 13:02:05,5/4/2017 11:38:10, time,time of sacrifice  ,"zt14, zt16, zt18, zt20, zt10",,,,
1229989282,5/3/2017 13:02:05,5/4/2017 11:23:54, tissue,tissue factor ,,,,,
1229989283,5/3/2017 13:02:05,5/4/2017 11:54:57, tissue,tissue pair ,,,,,
1229989284,5/3/2017 13:02:05,5/4/2017 11:36:21, tissue,tissue weigth ,,,,,
1229989285,5/3/2017 13:02:05,5/4/2017 11:43:53, tissue,tissue/cell lines ,,,,,
1229989286,5/3/2017 13:02:05,5/4/2017 11:22:00, tissue,tissue/cell preparation ,,,,,
1229989287,5/3/2017 13:02:05,5/4/2017 11:26:36, gender,adnp+/- gender ,,,,,
1229989288,5/3/2017 13:02:05,5/4/2017 11:40:25, gender,mc3 gender ,,,,,
1229989289,5/3/2017 13:02:05,5/4/2017 11:37:02, gender,mc2 gender ,,,,,
1229989290,5/3/2017 13:02:05,5/4/2017 11:41:02, gender,mc5 gender ,,,,,
1229989291,5/3/2017 13:02:05,5/4/2017 11:39:27, gender,mc4 gender ,,,,,
1229989292,5/3/2017 13:02:05,5/4/2017 11:44:20, gender,mc1 gender ,,,,,
1229989293,5/3/2017 13:02:05,5/4/2017 11:27:33, gender,mc6 gender ,,,,,
1229989294,5/3/2017 13:02:05,5/4/2017 11:37:42, gender,ma2 gender ,,,,,
1229989295,5/3/2017 13:02:05,5/4/2017 11:42:00, gender,strain c57bl/6  gender ,,,,,
1229989296,5/3/2017 13:02:05,5/4/2017 11:19:22, gender,ma5 gender ,,,,,
1229989297,5/3/2017 13:02:05,5/4/2017 11:35:03, gender,ma3 gender ,,,,,
1229989298,5/3/2017 13:02:05,5/4/2017 11:30:14, gender,ma1 gender ,,,,,
1229989299,5/3/2017 13:02:05,5/4/2017 11:24:52, gender,ma6 gender ,,,,,
1229989300,5/3/2017 13:02:05,5/4/2017 12:03:29, age,age ___ 65 ,,,,,
1229989301,5/3/2017 13:02:05,5/4/2017 11:19:57, age,age 4-7 years ,,,,,
1229989302,5/3/2017 13:02:05,5/4/2017 11:22:16, age,age at blood withdrawal ,,,,,
1229989303,5/3/2017 13:02:05,5/4/2017 11:30:40, age,age at dx in days ,,,,,
1229989304,5/3/2017 13:02:05,5/4/2017 11:36:21, age,age(years)/gender ,,,,,
1229989305,5/3/2017 13:02:05,5/4/2017 11:47:47, age,age/sex ,,,,,
1229989306,5/3/2017 13:02:05,5/4/2017 11:33:06, age,control case age ,,,,,
1229989307,5/3/2017 13:02:05,5/4/2017 11:36:27, age,ma1 age ,,,,,
1229989308,5/3/2017 13:02:05,5/4/2017 11:26:11, age,ma2 age ,,,,,
1229989309,5/3/2017 13:02:05,5/4/2017 11:36:54, age,ma3 age ,,,,,
1229989310,5/3/2017 13:02:05,5/4/2017 11:31:29, age,ma4 age ,,,,,
1229989311,5/3/2017 13:02:05,5/4/2017 11:34:54, age,ma5 age ,,,,,
1229989312,5/3/2017 13:02:05,5/4/2017 11:35:01, age,ma6 age ,,,,,
1229989313,5/3/2017 13:02:05,5/4/2017 11:37:35, age,mc1 age ,,,,,
1229989314,5/3/2017 13:02:05,5/4/2017 11:33:57, age,mc2 age ,,,,,
1229989315,5/3/2017 13:02:05,5/4/2017 12:17:09, age,mc3 age ,,,,,
1229989316,5/3/2017 13:02:05,5/4/2017 11:38:08, age,mc4 age ,,,,,
1229989317,5/3/2017 13:02:05,5/4/2017 11:36:22, age,mc5 age ,,,,,
1229989318,5/3/2017 13:02:05,5/4/2017 11:32:42, age,mc6 age ,,,,,
1229989319,5/3/2017 13:02:05,5/4/2017 11:41:24, age,medicago (truncatula)  - age ,,,,,
1229989320,5/3/2017 13:02:05,5/4/2017 11:39:32, age,not current age ,,,,,
1229989321,5/3/2017 13:02:05,5/4/2017 11:39:19, strain,1996). strain cd4ko (rrp6  ,,,,,
1229989322,5/3/2017 13:02:05,5/4/2017 11:40:22, strain,ehec strain  ,,,,,
1229989323,5/3/2017 13:02:05,5/4/2017 11:41:51, strain,fibroblast cell strain  ,,,,,
1229989324,5/3/2017 13:02:05,5/4/2017 11:39:50, strain,strain (e. coli)  ,,,,,
1229989325,5/3/2017 13:02:05,5/4/2017 11:43:38, strain,strain (yeast)  ,,,,,
1229989326,5/3/2017 13:02:05,5/4/2017 11:44:36, strain,strain 877 = mata wpl-9pk  ,,,,,
1229989327,5/3/2017 13:02:05,5/4/2017 11:43:09, strain,strain by4741 ptc3  ,,,,,
1229989328,5/3/2017 13:02:05,5/4/2017 11:36:16, strain,strain by4741 ptc5  ,,,,,
1229989329,5/3/2017 13:02:05,5/4/2017 11:36:08, strain,strain by4741 ptc51  ,,,,,
1229989330,5/3/2017 13:02:05,5/4/2017 11:22:17, strain,strain with gal  ,,,,,
1229989331,5/3/2017 13:02:05,5/4/2017 11:41:29, strain,strain y2197  ,,,,,
1229989332,5/3/2017 13:02:05,5/4/2017 11:38:10, strain,strain y2460  ,,,,,
1229989333,5/3/2017 13:02:05,5/4/2017 11:38:34, strain,strain y2468  ,,,,,
1229989334,5/3/2017 13:02:05,5/4/2017 11:31:27, strain,strain y2699  ,,,,,
1229989335,5/3/2017 13:02:05,5/4/2017 11:44:37, strain,strain y3071  ,,,,,
1229989336,5/3/2017 13:02:05,5/4/2017 11:40:59, strain,strain y3272  ,,,,,
1229989337,5/3/2017 13:02:05,5/4/2017 11:31:47, strain,strain y3351  ,,,,,
1229989338,5/3/2017 13:02:05,5/4/2017 11:31:49, strain,strain y3403  ,,,,,
1229989339,5/3/2017 13:02:05,5/4/2017 11:39:21, strain,strain y3586  ,,,,,
1229989340,5/3/2017 13:02:05,5/4/2017 11:40:55, strain,strain y3650  ,,,,,
1229989341,5/3/2017 13:02:05,5/4/2017 11:37:45, strain,strain y3724  ,,,,,
1229989342,5/3/2017 13:02:05,5/4/2017 11:58:56, strain,test strain  ,,,,,
1229989343,5/3/2017 13:02:06,5/4/2017 11:37:03, strain,vaccine strain  ,,,,,
1229989344,5/3/2017 13:02:06,5/4/2017 11:27:41, cell type,source of cell type  ,,,,,
1229989345,5/3/2017 13:02:06,5/4/2017 11:46:36, treatment,drug treatment time  ,,,,,
1229989346,5/3/2017 13:02:06,5/4/2017 11:41:13, treatment,ionizing radiation treatment  ,,,,,
1229989347,5/3/2017 13:02:06,5/4/2017 11:32:19, treatment,s2 treatment  ,,,,,
1229989348,5/3/2017 13:02:06,5/4/2017 11:31:08, treatment,tamoxifen treatment  ,,,,,
1229989349,5/3/2017 13:02:06,5/4/2017 11:39:53, treatment,time of treatment with fk866  ,,,,,
1229989350,5/3/2017 13:02:06,5/4/2017 11:31:03, treatment,treatment variable  ,,,,,
1229989351,5/3/2017 13:02:06,5/4/2017 11:38:32, cell line,cell line (sorted)  ,,,,,
1229989352,5/3/2017 13:02:06,5/4/2017 11:36:27, cell line,cell line lineage  ,,,,,
1229989353,5/3/2017 13:02:06,5/4/2017 11:33:08, cell line,cell line stably expresses  ,,,,,
1229989354,5/3/2017 13:02:06,5/4/2017 11:36:22, cell line,cell line stably expressing  ,,,,,
1229989355,5/3/2017 13:02:06,5/4/2017 11:41:51, cell line,cell line/type  ,,,,,
1229989356,5/3/2017 13:02:06,5/4/2017 11:32:19, cell line,or cell line  ,,,,,
1229989357,5/3/2017 13:02:06,5/4/2017 11:29:35, cell line,virus isolation cell line  ,,,,,
1229989358,5/3/2017 13:02:06,5/4/2017 11:36:58, sex,"""=- sex""",,,,,
1229989359,5/3/2017 13:02:06,5/4/2017 11:42:11, sex,ctl bone 64 years  sex  ,,,,,
1229989360,5/3/2017 13:02:06,5/4/2017 11:36:08, sex,w sex  ,,,,,
1229989361,5/3/2017 13:02:06,5/4/2017 11:27:16, disease,disease/cell type  ,,,,,
1229989362,5/3/2017 13:02:06,5/4/2017 12:03:29, disease,hiv disease status  ,,,,,
1229989363,5/3/2017 13:02:06,5/4/2017 11:30:40, time,age at the time of surgery  ,,,,,
1229989364,5/3/2017 13:02:06,5/4/2017 11:42:45, time,circadian time point  ,,,,,
1229989365,5/3/2017 13:02:06,5/4/2017 11:28:13, time,cold ischemia time  ,,,,,
1229989366,5/3/2017 13:02:06,5/4/2017 11:34:49, time,conjugation time  ,,,,,
1229989367,5/3/2017 13:02:06,5/4/2017 11:33:25, time,continuous light time  ,,,,,
1229989368,5/3/2017 13:02:06,5/4/2017 11:43:31, time,drug treatment time  ,,,,,
1229989369,5/3/2017 13:02:06,5/4/2017 11:31:48, time,os time (years)  ,,,,,
1229989370,5/3/2017 13:02:06,5/4/2017 11:33:25, time,split ratio time 1  ,,,,,
1229989371,5/3/2017 13:02:06,5/4/2017 11:40:38, time,time (months) overall survival  ,,,,,
1229989372,5/3/2017 13:02:06,5/4/2017 11:46:15, time,time after inoculation  ,,,,,
1229989373,5/3/2017 13:02:06,5/4/2017 11:33:08, time,time at 4__c  ,,,,,
1229989374,5/3/2017 13:02:06,5/4/2017 11:39:50, time,time fter actd  ,,,,,
1229989375,5/3/2017 13:02:06,5/4/2017 11:30:42, time,time of hcmv infection  ,,,,,
1229989376,5/3/2017 13:02:06,5/4/2017 11:41:38, time,time of treatment with fk866  ,,,,,
1229989377,5/3/2017 13:02:06,5/4/2017 11:32:42, time,time point (post-inoculation)  ,,,,,
1229989378,5/3/2017 13:02:06,5/4/2017 11:21:04, time,time post-dox  ,,,,,
1229989379,5/3/2017 13:02:06,5/4/2017 11:32:44, time,time post-inoculation  ,,,,,
1229989380,5/3/2017 13:02:06,5/4/2017 11:34:34, time,time sampled  ,,,,,
1229989381,5/3/2017 13:02:06,5/4/2017 11:22:16, time,time to death (mos)  ,,,,,
1229989382,5/3/2017 13:02:06,5/4/2017 11:44:36, time,time to outcomel  ,,,,,
1229989383,5/3/2017 13:02:06,5/4/2017 11:38:14, time,time_to_death (yr)  ,,,,,
1229989384,5/3/2017 13:02:06,5/4/2017 11:39:23, time,time_to_progression  ,,,,,
1229989385,5/3/2017 13:02:06,5/4/2017 11:38:46, time,time_to_relapse (yr)  ,,,,,
1230008427,5/3/2017 13:43:22,5/4/2017 09:11:16, genotype,host genotype/variation  ,"irradiated wild-type, irradiated tgfb1 heterozygote, sham-irradiated wild-type, sham-irradiated tgfb1 heterozygote",,"",genotype,""
1230008451,5/3/2017 13:43:34,5/4/2017 09:11:16, age,age of the mice ,1 month old,,"",time,""
1230008521,5/3/2017 13:44:04,5/4/2017 09:11:16, treatment,l-dopa treatment  ,"yes, -, no",,"",treatment,""
1230008613,5/3/2017 13:44:42,5/4/2017 09:11:17, disease,celiac disease  ,"no, yes",,"",disease,""
1230008630,5/3/2017 13:44:53,5/4/2017 09:11:18, cell line,cell line specifics  ,"hela s3 stably expressing h3.1-flag-ha, hela s3 stably expressing h3.3-flag-ha",,"",cell_line,""
1230008724,5/3/2017 13:45:39,5/4/2017 09:11:18, tissue,# of tissue = 36 tissue ,carotid body,,"",tissue,""
1230008785,5/3/2017 13:46:06,5/4/2017 09:11:19, strain,strain 1785  ,h- leu1-32 ura4-d18 ade6-210 ssl3:ura4+ ars1-ssl3+-leu2 rad21-3ha-kanr,,"",strain,""
1230009081,5/3/2017 13:47:54,5/4/2017 09:11:20, tissue,tissue/cell line [c] ,"myometrium, mda-mb231 cells, prostate gland, endometrium, endometrium/ovary",,"",tissue,""
1230009336,5/3/2017 13:50:00,5/4/2017 09:11:20, sex,apparent sex  ,"normale female, apparent impsex female",,"",gendersex,""
1230010160,5/3/2017 13:51:47,5/4/2017 09:11:21, genotype,14q22 genotype rs11623717  ,"aa, ag, gg",,"",genotype,""
1230010181,5/3/2017 13:51:55,5/4/2017 09:11:22, disease,patient disease status  ,"localized neuroblastoma, with a diagnosis of cyanotic tetralogy of fallot congenital heart disease, metastatic neuroblastoma, healthy young donor, normal",,"",disease,""
1230021864,5/3/2017 13:56:37,5/4/2017 09:11:23, treatment,lps treatment (time)  ,"untreated, 24 hours, 2 hours, 6 hours, 30 mins",,"",time,""
1230022160,5/3/2017 14:00:05,5/4/2017 09:11:23, strain,strain c57bl/6 gender  ,male age10 weeks tissuesubstantia nigra(sn) disected bilaterally from six like-treated mice,,"",gendersex,The value contains the gender information.
1230022241,5/3/2017 14:00:41,5/4/2017 09:11:24, gender,gender ,"male, female, m, f",,"",gendersex,""
1230077406,5/3/2017 14:34:40,5/4/2017 09:11:25, cell line,cell line number  ,"69, 11, 64, 71, 12",,"",cell_line,""
1230077417,5/3/2017 14:34:52,5/4/2017 09:11:25, treatment,s2 treatment  ,,,"",treatment,""
1230077434,5/3/2017 14:35:20,5/4/2017 09:11:26, cell line,cell line (sorted)  ,,,"",cell_line,""
1230077482,5/3/2017 14:35:56,5/4/2017 09:11:27, tissue,tissue harvest site ,"none, metastatic site, lymph node, leaf, root",,"",tissue,""
1230077484,5/3/2017 14:36:01,5/4/2017 09:11:30, age,age (days) ,"69, 70, 56, 9, 74",,"",time,""
1230078302,5/3/2017 14:40:34,5/4/2017 09:11:29, time,treatment time-point  ,"24h, 8h, ctrl, 15h, 2h",,"",time,""
1230078580,5/3/2017 14:41:20,5/4/2017 09:11:31, tissue,tissue/developmental stage ,"explant tissue subjected to se induction, the advanced phase of embryogenesis related to somatic embryo formation, freshly isolated explants competent to undergo embryogenic transition",,"",tissue,""
1230078586,5/3/2017 14:41:37,5/4/2017 09:11:31, sex,sex  ,"male, female, m, f, unknown",,"",gendersex,""
1230078596,5/3/2017 14:41:47,5/4/2017 09:11:32, strain,control strain o157  ,h7 edl933,,"",strain,""
1230078636,5/3/2017 14:42:33,5/4/2017 09:11:33, disease,source disease status  ,"non-aneurysm, aneurysm, ruptured",,"",disease,""
1230078668,5/3/2017 14:43:05,5/4/2017 09:11:34, strain,jackson lab. strain  ,c57bl/6j. gendermale. stock number000664,,"",strain,""
1230078974,5/3/2017 14:44:46,5/4/2017 09:11:34, genotype,20q13 genotype rs4925386  ,"cc, ct, tt, nd",,"",genotype,""
1230079147,5/3/2017 14:45:17,5/4/2017 09:11:35, treatment,treatment time (hours)  ,"24hrs, 8, 6hrs, 4, control",,"",time,""
1230079290,5/3/2017 14:48:39,5/4/2017 09:11:36, treatment,antibody treatment  ,"mouse igg, 228b/c, 228b/c + 11h4, none, 11h4",,"",treatment,""
1230079330,5/3/2017 14:49:42,5/4/2017 09:11:36, genotype,15q13 genotype rs4779584  ,"cc, ct, tt",,"",genotype,""
1230079335,5/3/2017 14:49:52,5/4/2017 09:11:37, genotype,nod2 genotype  ,"wt/wt, r702w/wt, insc/r702w, insc/insc",,"",genotype,""
1230079356,5/3/2017 14:50:20,5/4/2017 09:11:38, treatment,dox treatment  ,"yes, no, untreated, treated, dox+",,"",treatment,""
1230079396,5/3/2017 14:51:24,5/4/2017 09:11:39, strain,parental strain  ,"bdiv and bdix, cross of h4-8 and h4-8b",,"",strain,""
1230079401,5/3/2017 14:51:35,5/4/2017 09:11:40, disease,hiv disease status  ,,,"",disease,""
1230079435,5/3/2017 14:51:56,5/4/2017 09:11:41, age,age at primary diagnosis ,"68, 54, 49, 58, 72",,"",time,""
1230079453,5/3/2017 14:52:03,5/4/2017 09:11:41, gender,host gender ,"male, female",,"",gendersex,""
1230079566,5/3/2017 14:52:52,5/4/2017 09:11:42, cell type,cell type (human)  ,xenograft tumors (ht29 cells),,"",cell_line,""
1230079578,5/3/2017 14:52:59,5/4/2017 09:11:43, age,age induced (days) ,"7, 8, 9, 5",,"",time,""
1230079590,5/3/2017 14:53:05,5/4/2017 09:11:43, sex,sex chromosome ploidy  ,"xy, xx, xo",,"",gendersex,""
1230079603,5/3/2017 14:53:11,5/4/2017 09:11:44, treatment,period of salt treatment  ,"6 hours, 1 hour, 3 hours, 12 hours, 0 hour",,"",time,""
1230079733,5/3/2017 14:54:18,5/4/2017 09:11:45, tissue,tissue-of-origin ,"melanoma, colon, renal, non-small cell lung, ovarian",,"",tissue,""
1230079840,5/3/2017 14:55:08,5/4/2017 09:11:47, disease,disease progression (event)  ,"1, 0",,"",time,""
1230079867,5/3/2017 14:55:16,5/4/2017 09:11:47, treatment,enrichment treatment  ,"np ratio of 151 (1.5 _ｵm  nano3 and 0.1 _ｵm kh2po4), np ratio of 751 (1.5 _ｵm  nano3 and 0.02 _ｵm kh2po4)",,"",treatment,""
1230079977,5/3/2017 14:55:59,5/4/2017 09:11:48, cell line,cell line source  ,"polyclonal cell line gm13130, american type culture collection (atcc) number crl_1550, normal, non-pregnant female, polyclonal cell line gm12878, american type culture collection (atcc) number htb_33",,"",cell_line,""
1230080000,5/3/2017 14:56:11,5/4/2017 09:11:05, strain,strain tw1  ,knockout of the ccpa homolog via insertion of a kanamycin cassette,,"",strain,""
1231035974,5/4/2017 09:28:08,5/4/2017 13:03:22, cell line,ips cell line  ,41,,"",cell_line,""
1231036063,5/4/2017 09:28:34,5/4/2017 12:46:33, cell line,cell line source age  ,56,,"",time,"Since the value is a number, the term fits better into this category."
1231036195,5/4/2017 09:29:27,5/4/2017 12:02:25, cell line,cell line initiation date  ,"1982, 1988, 1980, 1981",,"",time,""
1231036259,5/4/2017 09:29:53,5/4/2017 13:03:22, cell type,cancer cell type  ,"aggressive, non-aggressive, metastatic, parental",,"",cell_line,""
1231036417,5/4/2017 09:30:37,5/4/2017 13:29:57, cell type,cell type(s)  ,"all, keratinocytes and fibroblasts, neurons (neun+), non-neurons (neun-, predominantly glia), bmsc, nrvcm",,"",cell_line,""
1231036446,5/4/2017 09:30:49,5/4/2017 12:55:12, cell type,cell type (human)  ,xenograft tumors (ht29 cells),,"",cell_line,""
1231036748,5/4/2017 09:33:05,5/4/2017 12:12:13, cell line,cell line initiation date  ,"1982, 1988, 1980, 1981",,"",time,""
1231036766,5/4/2017 09:33:14,5/4/2017 13:03:21, cell line,cell line karyotype  ,"46,xx, 46,xy, 49,xxxxy, 47,xxx",,"",cell_line,""
1231036778,5/4/2017 09:33:24,5/4/2017 09:33:44, cell line,cell line passage  ,"49-50, 40, 7",,"",cell_line,""
1231036813,5/4/2017 09:33:50,5/4/2017 13:29:57, cell type,pancreatic cell type  ,"adult pancreatic endocrine cells, adult pancreatic exocrine-duct cells",,"",cell_line,""
1231036850,5/4/2017 09:34:02,5/4/2017 13:03:22, cell type,targeted cell type  ,b cell,,"",cell_line,""
1231036870,5/4/2017 09:34:12,5/4/2017 11:58:56, cell line,cell line reference  ,"andrews pw (1984) retinoic acid induces neuronal differentiation of a cloned human embryonal carcinoma cell line in vitro. dev biol 103285-293, brown et al. 1997, sugarman bj, et al. (1985) recombinant human tumor necrosis factor-alphaeffects on proliferation of normal and transformed cells in vitro. science 230943-945. pubmed3933111",,"",cell_line,""
1231036912,5/4/2017 09:34:39,5/4/2017 12:37:32, cell line,cell line origin  ,"breast epithelium, breast cancer, mammary, erythroid myeloid lymphoid (eml), bone metastasis of prostate cancer",,"",cell_line,""
1231037062,5/4/2017 09:35:59,5/4/2017 12:53:50, disease,disease exposure  ,diabetes,,"",disease,""
1231037087,5/4/2017 09:36:09,5/4/2017 12:57:05, disease,duration of disease  ,"diagnosed at inclusion, 6 years, 21 years, 16 years, 5 years",,"",time,""
1231037095,5/4/2017 09:36:18,5/4/2017 09:37:49, disease,disease_onset  ,"healthy, 2, 3, 4, 7",,"",,""
1231037111,5/4/2017 09:36:31,5/4/2017 12:53:50, disease,diseasestate  ,"healthy, adenocarcinoma, breast cancer, carcinoma, normal",,"",disease,""
1231037132,5/4/2017 09:36:42,5/4/2017 09:39:58, disease,disease phase  ,"late period, early period, control",,,,
1231037163,5/4/2017 09:36:47,5/4/2017 12:18:34, disease,disease extension  ,"left-sided colitis, --, pancolitis",,"",disease,""
1231037814,5/4/2017 09:41:44,5/4/2017 12:55:12, disease,lung disease  ,"lung cancer (before surgical resection of lung cancer), none (no current or past lung cancer or non-cancerous nodule), non-cancerous lung nodule, none (after surgical resection of lung cancer)",,"",disease,""
1231038061,5/4/2017 09:43:51,5/4/2017 12:46:33, disease,disease_severity  ,"moderate, healthy, severe, mild, unclassified",,"",disease,""
1231038715,5/4/2017 09:46:46,5/4/2017 13:22:45, sex,sexual differentiation  ,undifferentiated,,"",gendersex,""
1231038736,5/4/2017 09:46:54,5/4/2017 12:08:20, sex,sex chromosome complement  ,"xx, xo, xy, xy-, xxsry",,"",gendersex,""
